cdmTableName,cdmFieldName,isRequired,isRequiredThreshold,cdmDatatype,cdmDatatypeThreshold,userGuidance,etlConventions,isPrimaryKey,isPrimaryKeyThreshold,isForeignKey,isForeignKeyThreshold,fkTableName,fkFieldName,fkDomain,fkDomainThreshold,fkClass,fkClassThreshold,isStandardValidConcept,isStandardValidConceptThreshold,measureValueCompleteness,measureValueCompletenessThreshold,standardConceptRecordCompleteness,standardConceptRecordCompletenessThreshold,sourceConceptRecordCompleteness,sourceConceptRecordCompletenessThreshold,sourceValueCompleteness,sourceValueCompletenessThreshold,standardConceptFieldName,plausibleValueLow,plausibleValueLowThreshold,plausibleValueHigh,plausibleValueHighThreshold,plausibleTemporalAfterTableName,plausibleTemporalAfterFieldName,plausibleTemporalAfterThreshold,plausibleDuringLife,plausibleDuringLifeThreshold
PROCEDURE_OCCURRENCE,visit_detail_id,No,,integer,0,,,No,,No,,VISIT_DETAIL,VISIT_DETAIL_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
PROCEDURE_OCCURRENCE,procedure_source_value,No,,varchar(50),0,,"This code is mapped to a standard procedure Concept in the Standardized Vocabularies and the original code is, stored here for reference. Procedure source codes are typically ICD-9-Proc, CPT-4, HCPCS or OPCS-4 codes.",No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,PROCEDURE_CONCEPT_ID,,,,,,,,No,
PROCEDURE_OCCURRENCE,procedure_source_concept_id,No,,integer,0,,,No,,No,,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,No,,Yes,0,No,,,,,,,,,,No,
PROCEDURE_OCCURRENCE,modifier_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,MODIFIER_CONCEPT_ID,,,,,,,,No,
DEVICE_EXPOSURE,device_exposure_id,Yes,0,bigint,0,,,Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DEVICE_EXPOSURE,person_id,Yes,0,bigint,0,,,No,,Yes,0,PERSON,PERSON_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DEVICE_EXPOSURE,device_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Device,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
DEVICE_EXPOSURE,device_exposure_start_date,Yes,0,date,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,Yes,0
DEVICE_EXPOSURE,device_exposure_start_datetime,No,,datetime,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,Yes,0
DEVICE_EXPOSURE,device_exposure_end_date,No,,date,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,DEVICE_EXPOSURE,DEVICE_EXPOSURE_START_DATE,0,Yes,0
DEVICE_EXPOSURE,device_exposure_end_datetime,No,,datetime,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,DEVICE_EXPOSURE,DEVICE_EXPOSURE_START_DATETIME,0,Yes,0
DEVICE_EXPOSURE,device_type_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Type Concept,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
DEVICE_EXPOSURE,unique_device_id,No,,varchar(50),0,,"For medical devices that are regulated by the FDA, a Unique Device Identification (UDI) is provided if available in the data source and is recorded in the UNIQUE_DEVICE_ID field.",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DEVICE_EXPOSURE,quantity,No,,integer,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,1,0,,,,,,No,
DEVICE_EXPOSURE,provider_id,No,,integer,0,,,No,,Yes,0,PROVIDER,PROVIDER_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DEVICE_EXPOSURE,visit_occurrence_id,No,,integer,0,,,No,,Yes,0,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DEVICE_EXPOSURE,visit_detail_id,No,,integer,0,,,No,,Yes,0,VISIT_DETAIL,VISIT_DETAIL_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DEVICE_EXPOSURE,device_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,DEVICE_CONCEPT_ID,,,,,,,,No,
DEVICE_EXPOSURE,device_source_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,No,,Yes,0,No,,,,,,,,,,No,
MEASUREMENT,measurement_id,Yes,0,integer,0,,,Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
MEASUREMENT,person_id,Yes,0,integer,0,,,No,,Yes,0,PERSON,PERSON_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
MEASUREMENT,measurement_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Measurement,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
MEASUREMENT,measurement_date,Yes,0,date,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,No,
MEASUREMENT,measurement_datetime,No,,datetime,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
MEASUREMENT,measurement_time,No,,varchar(10),0,This is present for backwards compatibility and will be deprecated in an upcoming version,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
MEASUREMENT,measurement_type_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Type Concept,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
MEASUREMENT,operator_concept_id,No,,integer,0,"The meaning of Concept 4172703 for '=' is identical to omission of a OPERATOR_CONCEPT_ID value. Since the use of this field is rare, it's important when devising analyses to not to forget testing for the content of this field for values different from =.","If there is a negative value coming from the source, set the VALUE_AS_NUMBER to NULL, with the exception of the following Measurements (listed as LOINC codes):
1925-7 Base excess in Arterial blood by calculation
1927-3 Base excess in Venous blood by calculation Operators are <, <=, =, >=, > and these concepts belong to the 'Meas Value Operator' domain.
8632-2 QRS-Axis
11555-0 Base excess in Blood by calculation
1926-5 Base excess in Capillary blood by calculation
28638-5 Base excess in Arterial cord blood by calculation
28639-3 Base excess in Venous cord blood by calculation
THEMIS issue #16",No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,No,,No,,No,,,,,,,,,,No,
MEASUREMENT,value_as_number,No,,float,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
MEASUREMENT,value_as_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
MEASUREMENT,unit_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Unit,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
MEASUREMENT,range_low,No,,float,0,Ranges have the same unit as the VALUE_AS_NUMBER.,If reference ranges for upper and lower limit of normal as provided (typically by a laboratory) these are stored in the RANGE_HIGH and RANGE_LOW fields. Ranges have the same unit as the VALUE_AS_NUMBER.,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
MEASUREMENT,range_high,No,,float,0,Ranges have the same unit as the VALUE_AS_NUMBER.,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
MEASUREMENT,provider_id,No,,integer,0,,,No,,Yes,0,PROVIDER,PROVIDER_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
MEASUREMENT,visit_occurrence_id,No,,integer,0,,,No,,Yes,0,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
MEASUREMENT,visit_detail_id,No,,integer,0,,,No,,Yes,0,VISIT_DETAIL,VISIT_DETAIL_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
MEASUREMENT,measurement_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,MEASUREMENT_CONCEPT_ID,,,,,,,,No,
MEASUREMENT,measurement_source_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,No,,Yes,0,No,,,,,,,,,,No,
MEASUREMENT,unit_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,UNIT_CONCEPT_ID,,,,,,,,No,
MEASUREMENT,value_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
VISIT_DETAIL,visit_detail_id,Yes,0,integer,0,,,Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
VISIT_DETAIL,person_id,Yes,0,integer,0,,,No,,Yes,0,PERSON,PERSON_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
VISIT_DETAIL,visit_detail_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Visit,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
VISIT_DETAIL,visit_detail_start_date,Yes,0,date,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,Yes,0
VISIT_DETAIL,visit_detail_start_datetime,No,,datetime,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,Yes,0
VISIT_DETAIL,visit_detail_end_date,Yes,0,date,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,VISIT_OCCURRENCE,VISIT_DETAIL_START_DATE,0,Yes,0
VISIT_DETAIL,visit_detail_end_datetime,No,,datetime,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,VISIT_OCCURRENCE,VISIT_DETAIL_START_DATETIME,0,Yes,0
VISIT_DETAIL,visit_detail_type_concept_id,Yes,0,Integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Type Concept,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
VISIT_DETAIL,provider_id,No,,integer,0,,,No,,Yes,0,PROVIDER,PROVIDER_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
VISIT_DETAIL,care_site_id,No,,integer,0,,,No,,Yes,0,CARE_SITE,CARE_SITE_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
VISIT_DETAIL,visit_detail_source_value,No,,string(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,VISIT_DETAIL_CONCEPT_ID,,,,,,,,No,
VISIT_DETAIL,visit_detail_source_concept_id,No,,Integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,No,,Yes,0,No,,,,,,,,,,No,
VISIT_DETAIL,admitting_source_value,No,,Varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,ADMITTING_SOURCE_CONCEPT_ID,,,,,,,,No,
VISIT_DETAIL,admitting_source_concept_id,No,,Integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,Yes,0,Yes,0,No,,,,,,,,,,No,
VISIT_DETAIL,discharge_to_source_value,No,,Varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,DISCHARGE_TO_CONCEPT_ID,,,,,,,,No,
VISIT_DETAIL,discharge_to_concept_id,No,,Integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
VISIT_DETAIL,preceding_visit_detail_id,No,,Integer,0,,,No,,Yes,0,VISIT_DETAIL,VISIT_DETAIL_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
VISIT_DETAIL,visit_detail_parent_id,No,,Integer,0,,,No,,Yes,0,VISIT_DETAIL,VISIT_DETAIL_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
VISIT_DETAIL,visit_occurrence_id,Yes,0,Integer,0,,,No,,Yes,0,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE,note_id,Yes,0,integer,0,,,Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE,person_id,Yes,0,integer,0,,,No,,Yes,0,PERSON,PERSON_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE,note_date,Yes,0,date,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,No,
NOTE,note_datetime,No,,datetime,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,No,
NOTE,note_type_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Type Concept,0,,,Yes,0,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE,note_class_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE,note_title,No,,varchar(250),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE,note_text,Yes,0,varchar(MAX),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE,encoding_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE,language_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE,provider_id,No,,integer,0,,,No,,Yes,0,PROVIDER,PROVIDER_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE,visit_occurrence_id,No,,integer,0,,,No,,Yes,0,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE,visit_detail_id,No,,integer,0,,,No,,Yes,0,VISIT_DETAIL,VISIT_DETAIL_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE,note_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE_NLP,note_nlp_id,Yes,0,integer,0,,,Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE_NLP,note_id,Yes,0,integer,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE_NLP,section_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE_NLP,snippet,No,,varchar(250),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE_NLP,offset,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE_NLP,lexical_variant,Yes,0,varchar(250),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE_NLP,note_nlp_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE_NLP,note_nlp_source_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE_NLP,nlp_system,No,,varchar(250),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE_NLP,nlp_date,Yes,0,date,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE_NLP,nlp_datetime,No,,datetime,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,,,,No,
NOTE_NLP,term_exists,No,,varchar(1),0,,"Term_exists is defined as a flag that indicates if the patient actually has or had the condition. Any of the following modifiers would make Term_exists false:
Negation = true
Subject = [anything other than the patient]
Conditional = true/li>
Rule_out = true
Uncertain = very low certainty or any lower certainties
A complete lack of modifiers would make Term_exists true.
",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE_NLP,term_temporal,No,,varchar(50),0,,"Term_temporal is to indicate if a condition is �present� or just in the �past�. The following would be past:
History = true
Concept_date = anything before the time of the report",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
NOTE_NLP,term_modifiers,No,,varchar(2000),0,,"For the modifiers that are there, they would have to have these values:
Negation = false
Subject = patient
Conditional = false
Rule_out = false
Uncertain = true or high or moderate or even low (could argue about low).    Term_modifiers will concatenate all modifiers for different types of entities (conditions, drugs, labs etc) into one string. Lab values will be saved as one of the modifiers. A list of allowable modifiers (e.g., signature for medications) and their possible values will be standardized later.",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
OBSERVATION,observation_id,Yes,0,integer,0,,,Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
OBSERVATION,person_id,Yes,0,integer,0,,,No,,Yes,0,PERSON,PERSON_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
OBSERVATION,observation_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
OBSERVATION,observation_date,Yes,0,date,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,No,
OBSERVATION,observation_datetime,No,,datetime,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,No,
OBSERVATION,observation_type_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Type Concept,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
OBSERVATION,value_as_number,No,,float,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
OBSERVATION,value_as_string,No,,varchar(60),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
OBSERVATION,value_as_concept_id,No,,Integer,0,,"Note that the value of VALUE_AS_CONCEPT_ID may be provided through mapping from a source Concept which contains the content of the Observation. In those situations, the CONCEPT_RELATIONSHIP table in addition to the 'Maps to' record contains a second record with the relationship_id set to 'Maps to value'. For example, ICD9CM V17.5 concept_id 44828510 'Family history of asthma' has a 'Maps to' relationship to 4167217 'Family history of clinical finding' as well as a 'Maps to value' record to 317009 'Asthma'.",No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
OBSERVATION,qualifier_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,No,,No,,No,,,,,,,,,,No,
OBSERVATION,unit_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Unit,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
OBSERVATION,provider_id,No,,integer,0,,,No,,Yes,0,PROVIDER,PROVIDER_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
OBSERVATION,visit_occurrence_id,No,,integer,0,,,No,,Yes,0,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
OBSERVATION,visit_detail_id,No,,integer,0,,,No,,Yes,0,VISIT_DETAIL,VISIT_DETAIL_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
OBSERVATION,observation_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,OBSERVATION_CONCEPT_ID,,,,,,,,No,
OBSERVATION,observation_source_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,No,,Yes,0,No,,,,,,,,,,No,
OBSERVATION,unit_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,UNIT_CONCEPT_ID,,,,,,,,No,
OBSERVATION,qualifier_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,QUALIFIER_CONCEPT_ID,,,,,,,,No,
SPECIMEN,specimen_id,Yes,0,integer,0,,,Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
SPECIMEN,person_id,Yes,0,integer,0,,,No,,Yes,0,PERSON,PERSON_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
SPECIMEN,specimen_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
SPECIMEN,specimen_type_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Type Concept,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
SPECIMEN,specimen_date,Yes,0,date,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,No,
SPECIMEN,specimen_datetime,No,,datetime,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,No,
SPECIMEN,quantity,No,,float,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,1,0,,,,,,No,
SPECIMEN,unit_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
SPECIMEN,anatomic_site_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,No,,No,,No,,,,,,,,,,No,
SPECIMEN,disease_status_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,No,,No,,No,,,,,,,,,,No,
SPECIMEN,specimen_source_id,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
SPECIMEN,specimen_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,SPECIMEN_CONCEPT_ID,,,,,,,,No,
SPECIMEN,unit_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,UNIT_CONCEPT_ID,,,,,,,,No,
SPECIMEN,anatomic_site_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,ANATOMIC_SITE_CONCEPT_ID,,,,,,,,No,
SPECIMEN,disease_status_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,DISEASE_STATUS_CONCEPT_ID,,,,,,,,No,
FACT_RELATIONSHIP,domain_concept_id_1,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
FACT_RELATIONSHIP,fact_id_1,Yes,0,integer,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
FACT_RELATIONSHIP,domain_concept_id_2,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
FACT_RELATIONSHIP,fact_id_2,Yes,0,integer,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
FACT_RELATIONSHIP,relationship_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
LOCATION,location_id,Yes,0,integer,0,,,Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
LOCATION,address_1,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
LOCATION,address_2,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
LOCATION,city,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
LOCATION,state,No,,varchar(2),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
LOCATION,zip,No,,varchar(9),0,,"Zip codes are handled as strings of up to 9 characters length. For US addresses, these represent either a 3-digit abbreviated Zip code as provided by many sources for patient protection reasons, the full 5-digit Zip or the 9-digit (ZIP + 4) codes. Unless for specific reasons analytical methods should expect and utilize only the first 3 digits. For international addresses, different rules apply.",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
LOCATION,county,No,,varchar(20),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
LOCATION,location_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
CARE_SITE,care_site_id,Yes,0,integer,0,,,Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
CARE_SITE,care_site_name,No,,varchar(255),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
CARE_SITE,place_of_service_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
CARE_SITE,location_id,No,,integer,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
CARE_SITE,care_site_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
CARE_SITE,place_of_service_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
PROVIDER,provider_id,Yes,0,integer,0,,,Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
PROVIDER,provider_name,No,,varchar(255),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
