cdmTableName,cdmFieldName,conceptId,conceptName,unitConceptId,unitConceptName,plausibleValueLow,plausibleValueHigh,plausibleGender,isTemporallyConstant,validPrevalenceLow,validPrevalenceHigh
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4005933,"Hypospadias, penile",,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4012343,Vaginal discharge symptom,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4016155,Prostatism,,,,,Male,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4021531,Total abdominal hysterectomy,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4032594,Inflammation of scrotum,,,,,Male,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4032622,Laparoscopic supracervical hysterectomy,,,,,Female,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4038747,Obstetric examination,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4048225,Neoplasm of endometrium,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4050091,Open wound of penis,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4051956,Vulvovaginal disease,,,,,Female,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4052532,Hysteroscopy,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4054550,Open wound of scrotum and testes,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4056903,Vaginitis associated with another disorder,,,,,Female,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4058792,Douche of vagina,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4060207,Vulval irritation,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4060556,"Uterine scar from previous surgery in pregnancy, childbirth and the puerperium",,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4060558,"Uterine scar from previous surgery in pregnancy, childbirth and the puerperium - delivered",,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4060559,"Uterine scar from previous surgery in pregnancy, childbirth and the puerperium with antenatal problem",,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4061050,Subacute and chronic vaginitis,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4071874,Pain in scrotum,,,,,Male,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4073700,Transurethral laser prostatectomy,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4081648,Acute vaginitis,,,,,Female,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4083772,Echography of scrotum and contents,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4090039,Penile arterial insufficiency,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4092515,"Malignant neoplasm, overlapping lesion of cervix uteri",,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4093346,Large prostate,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4095940,Finding of pattern of menstrual cycle,,,,,Female,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4096783,Radical prostatectomy,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4109081,Pain in penis,,,,,Male,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4127886,Hysterectomy,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4128329,Menopause present,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4129155,Vaginal bleeding,,,,,Female,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4138738,Vaginal hysterectomy,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4140828,Acute vulvitis,,,,,Female,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4141940,Endometrial ablation,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4143116,Azoospermia,,,,,Male,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4146777,Radical abdominal hysterectomy,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4147021,"Contusion, scrotum or testis",,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4149084,Vaginitis,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4150042,Vaginal ulcer,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4150816,Bicornuate uterus,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4155529,Mechanical complication of intrauterine contraceptive device,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4156113,Malignant neoplasm of body of uterus,,,,,Female,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4161944,Low cervical cesarean section,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4162860,Primary malignant neoplasm of body of uterus,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4163261,Malignant tumor of prostate,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4171394,Abnormal menstrual cycle,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4171915,Orchitis,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4180978,Vulvovaginitis,,,,,Female,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4181912,Cone biopsy of cervix,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4194652,Pruritus of vulva,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4199600,Candidal balanitis,,,,,Male,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4234536,Transurethral prostatectomy,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4235215,Swelling of testicle,,,,,Male,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4238715,Removal of intrauterine device,,,,,Female,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4243919,Incision of ovary,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4260520,Balanitis,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4270932,Pain in testicle,,,,,Male,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4275113,Insertion of intrauterine contraceptive device,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4279913,Primary ovarian failure,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4281030,Secondary malignant neoplasm of right ovary,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4294393,Ulcer of penis,,,,,Male,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4294805,Laparoscopic-assisted vaginal hysterectomy,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4295261,Postmenopausal state,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4303258,Bacterial vaginosis,,,,,Female,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4306780,Gynecologic examination,,,,,Female,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4310552,Orchidopexy,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4320332,Hydrocele of tunica vaginalis,,,,,Male,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4321575,Lysis of penile adhesions,,,,,Male,,,
PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,4330583,Vasectomy,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,4339088,Testicular mass,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,40481080,Benign localized hyperplasia of prostate,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,40482030,Dysplasia of prostate,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,40482406,Low lying placenta,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,40483613,Inflammatory disease of female genital structure,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,40490888,Herniation of rectum into vagina,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,42709954,Phimosis,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,45757415,Benign endometrial hyperplasia,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,45766654,Disorder of skin of penis,,,,,Male,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,45770892,Primary malignant neoplasm of uterus,,,,,Female,,,
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,45772671,Nodular prostate without urinary obstruction,,,,,Male,,,
CONDITION,CONDITION_CONCEPT_ID,4006969,Acute respiratory disease,,,,,,Yes,0.1703,1
CONDITION,CONDITION_CONCEPT_ID,4134440,Visual system disorder,,,,,,Yes,0.1181,1
CONDITION,CONDITION_CONCEPT_ID,316866,Hypertensive disorder,,,,,,Yes,0.0913,0.8215
CONDITION,CONDITION_CONCEPT_ID,432867,Hyperlipidemia,,,,,,Yes,0.0712,0.6412
CONDITION,CONDITION_CONCEPT_ID,321588,Heart disease,,,,,,Yes,0.061,0.5491
CONDITION,CONDITION_CONCEPT_ID,80180,Osteoarthritis,,,,,,Yes,0.0584,0.5252
CONDITION,CONDITION_CONCEPT_ID,321052,Peripheral vascular disease,,,,,,Yes,0.0426,0.3832
CONDITION,CONDITION_CONCEPT_ID,81902,Urinary tract infectious disease,,,,,,Yes,0.0412,0.371
CONDITION,CONDITION_CONCEPT_ID,440383,Depressive disorder,,,,,,Yes,0.0392,0.3531
CONDITION,CONDITION_CONCEPT_ID,201820,Diabetes mellitus,,,,,,Yes,0.039,0.3514
CONDITION,CONDITION_CONCEPT_ID,433736,Obesity,,,,,,Yes,0.038,0.3422
CONDITION,CONDITION_CONCEPT_ID,318800,Gastroesophageal reflux disease,,,,,,Yes,0.0337,0.3033
CONDITION,CONDITION_CONCEPT_ID,443392,Malignant neoplastic disease,,,,,,Yes,0.0326,0.2932
CONDITION,CONDITION_CONCEPT_ID,255848,Pneumonia,,,,,,Yes,0.0218,0.1966
CONDITION,CONDITION_CONCEPT_ID,317576,Coronary arteriosclerosis,,,,,,Yes,0.0206,0.1852
CONDITION,CONDITION_CONCEPT_ID,4185932,Ischemic heart disease,,,,,,Yes,0.0201,0.1813
CONDITION,CONDITION_CONCEPT_ID,255573,Chronic obstructive lung disease,,,,,,Yes,0.0194,0.1742
CONDITION,CONDITION_CONCEPT_ID,4030518,Renal impairment,,,,,,Yes,0.0174,0.1568
CONDITION,CONDITION_CONCEPT_ID,316139,Heart failure,,,,,,Yes,0.0161,0.1452
CONDITION,CONDITION_CONCEPT_ID,381591,Cerebrovascular disease,,,,,,Yes,0.0142,0.1274
CONDITION,CONDITION_CONCEPT_ID,192671,Gastrointestinal hemorrhage,,,,,,Yes,0.0135,0.1219
CONDITION,CONDITION_CONCEPT_ID,313217,Atrial fibrillation,,,,,,Yes,0.0128,0.1155
CONDITION,CONDITION_CONCEPT_ID,4182210,Dementia,,,,,,Yes,0.0086,0.0773
CONDITION,CONDITION_CONCEPT_ID,444247,Venous thrombosis,,,,,,Yes,0.0082,0.0737
CONDITION,CONDITION_CONCEPT_ID,438409,Attention deficit hyperactivity disorder,,,,,,Yes,0.0078,0.0706
CONDITION,CONDITION_CONCEPT_ID,4279309,Substance abuse,,,,,,Yes,0.0063,0.0568
CONDITION,CONDITION_CONCEPT_ID,140168,Psoriasis,,,,,,Yes,0.0055,0.0494
CONDITION,CONDITION_CONCEPT_ID,4212540,Chronic liver disease,,,,,,Yes,0.0053,0.0476
CONDITION,CONDITION_CONCEPT_ID,200962,Primary malignant neoplasm of prostate,,,,,,Yes,0.0052,0.0471
CONDITION,CONDITION_CONCEPT_ID,4112853,Malignant tumor of breast,,,,,,Yes,0.0047,0.0421
CONDITION,CONDITION_CONCEPT_ID,80809,Rheumatoid arthritis,,,,,,Yes,0.0045,0.0405
CONDITION,CONDITION_CONCEPT_ID,4044013,Hematologic neoplasm,,,,,,Yes,0.0037,0.0331
CONDITION,CONDITION_CONCEPT_ID,4104000,Lesion of liver,,,,,,Yes,0.0029,0.0265
CONDITION,CONDITION_CONCEPT_ID,440417,Pulmonary embolism,,,,,,Yes,0.0024,0.022
CONDITION,CONDITION_CONCEPT_ID,435783,Schizophrenia,,,,,,Yes,0.0021,0.0186
CONDITION,CONDITION_CONCEPT_ID,443388,Malignant tumor of lung,,,,,,Yes,0.0021,0.0185
CONDITION,CONDITION_CONCEPT_ID,4180790,Malignant tumor of colon,,,,,,Yes,0.0019,0.0173
CONDITION,CONDITION_CONCEPT_ID,197494,Viral hepatitis C,,,,,,Yes,0.0017,0.0155
CONDITION,CONDITION_CONCEPT_ID,432571,Malignant lymphoma,,,,,,Yes,0.0016,0.0143
CONDITION,CONDITION_CONCEPT_ID,81893,Ulcerative colitis,,,,,,Yes,0.0014,0.0128
CONDITION,CONDITION_CONCEPT_ID,197508,Malignant tumor of urinary bladder,,,,,,Yes,0.0013,0.0113
CONDITION,CONDITION_CONCEPT_ID,201606,Crohn's disease,,,,,,Yes,0.0012,0.0112
CONDITION,CONDITION_CONCEPT_ID,40481902,Malignant neoplasm of anorectum,,,,,,Yes,0.001,0.0089
CONDITION,CONDITION_CONCEPT_ID,439727,Human immunodeficiency virus infection,,,,,,Yes,0.0006,0.0057
CONDITION,CONDITION_CONCEPT_ID,9201,Inpatient visit,,,,,,Yes,,
CONDITION,CONDITION_CONCEPT_ID,9202,Outpatient visit,,,,,,Yes,,
CONDITION,CONDITION_CONCEPT_ID,9203,ER visit,,,,,,Yes,,
